speed,airbag,seatbelt,frontal,sex,age,vehYear,Deploy,injSeverity
40-54,none,belted,0,f,19,1994,0,1
25-39,none,none,1,f,18,1988,0,3
25-39,none,belted,1,m,17,1988,0,1
25-39,none,belted,0,f,49,1987,0,3
25-39,none,belted,0,f,50,1989,0,3
25-39,none,belted,0,f,21,1989,0,3
25-39,airbag,belted,1,f,31,1997,1,1
25-39,none,belted,0,m,42,1991,0,3
25-39,none,none,0,m,44,1991,0,4
40-54,airbag,belted,1,m,44,2000,0,0
25-39,none,belted,0,f,88,1992,0,2
25-39,none,belted,0,f,87,1992,0,1
40-54,airbag,belted,1,f,19,1991,1,1
40-54,none,belted,1,f,24,1991,0,1
55+,airbag,belted,0,m,37,2000,0,0
55+,none,belted,0,m,48,1993,0,3
25-39,none,belted,0,f,75,1989,0,3
40-54,none,belted,1,m,27,1985,0,0
40-54,airbag,belted,1,f,22,1993,1,1
40-54,airbag,belted,1,f,30,1999,0,0
25-39,none,none,1,m,23,1994,0,2
25-39,none,none,1,m,21,1994,0,NA
40-54,airbag,belted,1,f,19,1993,0,0
40-54,airbag,belted,1,f,20,1993,0,1
40-54,none,belted,0,m,17,1978,0,0
25-39,airbag,belted,1,f,44,1995,1,2
40-54,airbag,belted,1,m,59,1997,1,2
40-54,airbag,belted,1,f,55,1997,1,2
40-54,airbag,belted,0,f,47,2000,0,2
25-39,none,belted,1,m,16,1984,0,1
40-54,airbag,belted,1,f,19,1999,1,0
40-54,airbag,belted,1,f,19,1999,1,0
40-54,none,belted,1,m,71,1991,0,1
40-54,airbag,belted,1,f,35,2000,0,1
25-39,airbag,belted,1,f,40,2001,1,0
40-54,none,belted,0,m,17,1992,0,0
25-39,airbag,belted,1,f,31,1994,1,3
40-54,airbag,belted,1,f,26,1999,1,0
40-54,airbag,belted,1,m,17,1990,1,0
40-54,none,belted,1,m,16,1990,0,0
40-54,airbag,belted,0,m,50,1997,1,0
25-39,none,belted,1,f,34,1993,0,3
40-54,none,belted,0,f,22,1991,0,2
40-54,none,none,1,m,28,1992,0,4
25-39,airbag,belted,0,m,27,1998,0,2
40-54,none,belted,1,f,28,1991,0,1
40-54,none,belted,1,m,24,1991,0,1
55+,airbag,belted,0,m,66,1995,0,0
40-54,none,belted,0,m,23,1991,0,0
40-54,airbag,belted,1,m,54,1999,1,2
40-54,airbag,belted,0,f,41,1999,0,1
40-54,none,belted,1,f,17,1987,0,0
40-54,none,belted,1,m,25,1985,0,0
40-54,none,belted,0,f,24,1989,0,3
25-39,airbag,none,0,f,27,2000,0,3
40-54,none,belted,0,f,46,1989,0,0
40-54,airbag,belted,1,f,24,1997,1,1
40-54,airbag,belted,1,f,18,1993,1,1
40-54,airbag,belted,1,m,26,1996,0,3
40-54,airbag,belted,1,m,25,2002,1,1
40-54,airbag,belted,1,f,22,2002,1,0
40-54,airbag,belted,0,f,34,1995,1,1
40-54,airbag,none,0,f,39,1995,1,1
40-54,none,belted,1,m,30,1988,0,0
40-54,airbag,belted,0,f,74,1995,0,3
25-39,airbag,belted,1,f,20,1995,0,0
40-54,airbag,belted,0,m,41,2000,0,0
40-54,none,belted,1,f,18,1989,0,2
40-54,none,none,1,f,25,1989,0,1
40-54,none,belted,0,m,48,1984,0,1
40-54,airbag,belted,1,m,20,1995,1,1
40-54,airbag,belted,1,f,24,1992,1,3
40-54,none,belted,1,m,39,1992,0,1
40-54,airbag,belted,0,m,19,2001,0,0
40-54,airbag,belted,0,m,19,2001,0,3
55+,airbag,belted,0,m,88,2001,0,0
40-54,none,none,0,f,26,1988,0,1
40-54,none,none,0,m,23,1988,0,NA
40-54,none,belted,1,f,21,1987,0,3
25-39,airbag,none,1,f,47,1994,1,3
40-54,airbag,belted,1,m,35,1999,0,3
40-54,airbag,belted,0,f,53,2001,1,0
25-39,airbag,belted,0,m,40,1998,0,0
40-54,airbag,belted,1,f,22,1996,0,2
40-54,airbag,none,1,f,30,1996,0,3
40-54,none,belted,1,f,77,1991,0,1
40-54,none,belted,1,m,18,1987,0,0
40-54,none,belted,1,m,18,1987,0,1
40-54,airbag,belted,1,m,41,1992,1,3
40-54,airbag,belted,1,m,64,2000,1,2
40-54,airbag,none,1,f,35,1998,1,1
40-54,airbag,belted,1,f,21,1999,0,0
40-54,none,belted,1,m,22,1994,0,1
55+,airbag,belted,1,f,16,1994,1,2
25-39,none,belted,1,f,21,1989,0,2
40-54,airbag,belted,1,m,42,2001,1,3
25-39,airbag,belted,1,f,18,1991,1,0
25-39,none,belted,1,m,17,1991,0,0
25-39,none,belted,0,m,16,1992,0,0
40-54,none,belted,1,m,43,1988,0,0
40-54,airbag,belted,1,m,74,1997,1,1
25-39,none,belted,0,m,52,1990,0,0
25-39,none,belted,0,f,34,1990,0,1
25-39,none,belted,1,f,38,1993,0,1
25-39,none,none,1,f,28,1988,0,3
25-39,none,none,1,m,29,1988,0,3
25-39,none,belted,1,f,47,1989,0,0
40-54,none,belted,1,m,17,1984,0,0
40-54,none,belted,1,m,19,1984,0,0
40-54,airbag,belted,0,f,54,1998,0,1
40-54,airbag,belted,0,m,52,1998,0,0
40-54,airbag,belted,0,m,35,2000,0,0
40-54,airbag,belted,0,f,32,2000,0,0
25-39,airbag,belted,1,f,24,1997,1,0
25-39,airbag,belted,1,m,26,1997,1,NA
40-54,airbag,belted,1,f,26,1993,1,3
40-54,airbag,belted,1,f,29,2002,1,3
25-39,none,belted,0,f,16,1986,0,0
25-39,none,none,0,m,19,1986,0,1
40-54,none,belted,1,m,52,1988,0,0
40-54,airbag,belted,1,m,38,1993,1,1
40-54,airbag,belted,0,m,80,1995,0,1
40-54,airbag,belted,0,m,50,1995,0,1
40-54,airbag,belted,0,f,16,1995,0,0
25-39,airbag,belted,0,f,40,1996,0,3
40-54,airbag,belted,1,f,73,1993,1,3
25-39,airbag,belted,1,m,57,1996,1,3
25-39,airbag,belted,1,f,39,1996,1,3
25-39,airbag,belted,1,m,24,1994,1,0
40-54,airbag,belted,0,f,21,2001,0,1
40-54,airbag,belted,0,f,21,2001,0,0
40-54,airbag,belted,1,f,18,1992,1,1
55+,airbag,none,1,m,73,1996,1,3
55+,airbag,none,1,f,67,1993,1,3
40-54,airbag,belted,1,m,37,2002,1,2
40-54,airbag,belted,1,f,19,2000,1,0
40-54,airbag,belted,1,m,19,2000,1,0
40-54,airbag,belted,0,f,21,1995,1,0
25-39,airbag,none,1,m,19,2002,1,3
25-39,airbag,belted,0,m,26,1995,1,0
25-39,none,belted,0,m,33,1995,0,0
40-54,none,belted,1,m,34,1990,0,1
40-54,none,none,1,f,33,1990,0,0
25-39,none,belted,0,m,37,1988,0,2
40-54,none,belted,1,f,44,1988,0,3
40-54,none,belted,1,f,43,1988,0,4
40-54,none,none,0,f,32,1985,0,3
40-54,airbag,belted,1,m,32,2000,0,1
55+,none,belted,0,m,36,1988,0,2
25-39,airbag,belted,1,m,64,2000,1,1
25-39,airbag,belted,1,f,55,2000,1,3
40-54,airbag,belted,1,m,83,2000,1,0
40-54,airbag,belted,1,m,85,2000,1,NA
40-54,airbag,belted,0,f,24,1996,0,0
25-39,none,belted,1,f,48,1986,0,0
25-39,none,belted,1,f,18,1993,0,3
25-39,none,belted,1,f,17,1993,0,3
55+,airbag,belted,1,m,71,1995,1,3
40-54,none,belted,1,f,60,1985,0,0
40-54,none,belted,1,f,33,1985,0,NA
25-39,airbag,belted,0,f,47,2001,0,3
40-54,airbag,none,0,f,42,1994,1,4
40-54,none,none,0,m,45,1994,0,4
25-39,none,none,1,m,18,1989,0,2
40-54,airbag,belted,1,f,26,1993,0,0
25-39,airbag,belted,0,m,16,2000,0,3
40-54,none,belted,1,m,43,1994,0,0
40-54,none,belted,1,f,42,1994,0,0
55+,none,none,1,m,33,1985,0,4
55+,none,none,1,f,38,1985,0,4
40-54,airbag,belted,0,f,29,2000,1,3
40-54,airbag,belted,1,m,41,1996,0,0
25-39,airbag,belted,0,m,74,1998,0,3
25-39,airbag,belted,1,m,27,1999,1,1
25-39,airbag,belted,1,m,27,1999,1,NA
25-39,none,belted,0,m,54,1988,0,0
25-39,none,belted,0,f,54,1988,0,1
40-54,airbag,belted,0,f,37,1994,0,0
40-54,airbag,belted,0,f,17,1994,0,0
25-39,airbag,belted,0,f,84,1993,1,3
25-39,airbag,belted,0,f,45,1991,0,3
40-54,none,belted,1,f,30,1994,0,1
25-39,none,belted,1,f,33,1989,0,3
40-54,none,belted,0,f,84,1990,0,1
40-54,airbag,belted,1,f,65,1999,0,1
40-54,airbag,belted,1,f,16,1995,1,0
40-54,none,belted,0,m,54,1993,0,0
40-54,none,belted,1,m,16,1985,0,0
40-54,none,belted,1,m,24,1987,0,0
40-54,airbag,belted,0,f,18,1999,0,2
40-54,none,belted,1,f,36,1986,0,2
55+,none,belted,1,f,16,1989,0,3
55+,none,belted,1,f,48,1989,0,3
25-39,none,belted,1,f,44,1984,0,0
25-39,none,none,1,m,17,1984,0,2
40-54,airbag,belted,1,m,18,1995,1,3
40-54,airbag,belted,1,m,17,1995,1,0
25-39,airbag,belted,1,f,40,1995,1,1
40-54,airbag,none,0,m,36,1998,0,3
25-39,airbag,belted,0,f,34,1996,0,1
40-54,none,belted,1,m,69,1994,0,3
25-39,airbag,belted,0,f,18,1993,1,0
25-39,airbag,belted,1,f,33,1999,1,2
25-39,airbag,none,1,m,68,1995,1,2
40-54,none,belted,1,m,17,1992,0,0
40-54,airbag,belted,0,m,22,1999,1,0
40-54,none,belted,1,m,24,1988,0,3
40-54,none,belted,1,f,26,1988,0,3
40-54,airbag,belted,0,m,38,1994,1,3
25-39,none,belted,0,f,42,1985,0,2
25-39,airbag,belted,1,f,38,2001,1,1
40-54,airbag,belted,1,f,40,1996,1,3
25-39,none,belted,1,f,21,1986,0,2
40-54,airbag,belted,0,f,47,1994,1,0
40-54,airbag,belted,0,m,17,2000,1,2
40-54,none,none,0,m,47,1988,0,2
40-54,none,none,0,f,44,1988,0,2
25-39,none,belted,0,m,75,1991,0,1
25-39,none,belted,0,f,73,1991,0,4
40-54,airbag,belted,1,m,25,1998,1,0
25-39,airbag,belted,0,m,19,1992,1,0
25-39,none,belted,0,f,18,1992,0,3
40-54,airbag,belted,1,m,30,2000,1,0
25-39,airbag,belted,0,m,38,1995,1,3
40-54,none,belted,1,m,29,1980,0,2
40-54,airbag,belted,1,m,37,2002,0,0
40-54,none,belted,1,f,36,2002,0,NA
25-39,airbag,belted,0,m,21,1993,0,0
25-39,airbag,belted,0,m,26,1993,0,0
25-39,airbag,belted,1,m,85,1997,1,2
25-39,airbag,none,1,f,81,1997,1,2
25-39,airbag,belted,1,f,34,1999,1,3
25-39,airbag,belted,0,f,53,1995,0,3
25-39,airbag,none,0,f,21,1995,0,3
25-39,airbag,belted,1,m,20,2001,1,3
25-39,none,belted,1,m,20,2001,0,2
25-39,airbag,belted,0,m,88,1993,0,2
25-39,airbag,belted,0,f,84,1993,0,3
40-54,airbag,belted,0,f,23,1999,0,1
40-54,airbag,belted,1,f,54,2002,0,1
40-54,airbag,belted,1,f,21,2002,0,3
40-54,airbag,belted,1,f,34,1999,1,3
25-39,none,belted,1,f,21,1991,0,1
40-54,airbag,none,1,m,55,1996,1,0
40-54,airbag,belted,0,f,55,2000,0,3
40-54,airbag,belted,1,m,31,2000,1,0
40-54,none,belted,0,f,51,1988,0,3
40-54,none,belted,0,f,18,1988,0,0
25-39,none,none,1,m,86,1990,0,3
25-39,airbag,belted,1,m,21,1997,1,3
25-39,airbag,belted,0,m,47,1998,1,2
25-39,airbag,belted,0,f,50,1998,1,2
40-54,airbag,belted,1,f,41,1994,0,0
25-39,airbag,belted,0,m,52,1994,0,3
40-54,airbag,belted,1,m,63,1996,1,1
40-54,none,belted,0,m,64,1992,0,0
40-54,none,belted,1,f,57,1989,0,2
25-39,none,none,1,f,20,1987,0,2
40-54,airbag,belted,1,m,20,2001,1,3
40-54,none,none,1,m,25,1985,0,3
40-54,airbag,belted,0,m,35,2002,1,0
25-39,airbag,belted,0,f,27,1999,0,0
40-54,none,belted,1,m,45,1991,0,2
40-54,airbag,belted,0,f,45,2000,0,3
40-54,airbag,belted,0,f,45,2000,0,3
25-39,airbag,belted,1,m,38,2001,1,0
25-39,airbag,belted,0,f,33,2002,0,3
25-39,airbag,belted,0,f,29,2002,0,2
40-54,none,belted,0,m,32,1993,0,0
40-54,none,belted,0,m,17,1993,0,0
40-54,none,belted,0,m,48,1984,0,0
40-54,airbag,belted,1,f,50,1999,0,3
40-54,airbag,belted,1,f,37,1999,0,3
40-54,airbag,belted,0,m,38,2000,0,1
40-54,airbag,belted,1,m,36,1993,1,2
40-54,airbag,none,0,m,32,2000,0,4
40-54,airbag,none,0,m,38,2000,0,2
25-39,airbag,belted,0,f,18,1995,0,3
40-54,airbag,belted,1,f,33,2000,1,1
40-54,none,belted,1,f,34,2000,0,1
25-39,airbag,belted,1,f,54,1996,1,2
25-39,airbag,belted,0,f,34,1996,0,3
40-54,airbag,belted,0,m,19,1997,0,3
40-54,airbag,belted,0,m,21,1997,0,1
25-39,airbag,none,1,f,43,1999,1,0
25-39,airbag,none,1,f,17,2002,1,3
25-39,airbag,belted,0,m,29,1998,1,1
25-39,airbag,belted,0,f,29,1998,1,1
40-54,airbag,belted,0,m,40,1996,1,1
25-39,none,none,1,m,27,1993,0,3
25-39,none,none,1,m,33,1993,0,3
25-39,airbag,none,1,m,28,1994,1,3
40-54,airbag,belted,1,m,29,1999,1,3
40-54,airbag,none,0,m,42,1997,0,0
25-39,airbag,belted,1,m,38,2000,1,0
25-39,none,none,0,f,36,1987,0,3
25-39,airbag,belted,0,f,44,2000,1,1
25-39,none,belted,1,m,20,1989,0,2
25-39,none,none,1,m,24,1989,0,3
25-39,airbag,belted,0,m,72,1998,1,2
25-39,airbag,belted,0,f,72,1998,1,3
25-39,airbag,belted,1,m,68,1996,1,3
40-54,airbag,belted,1,m,41,1999,1,0
40-54,airbag,belted,1,f,47,2002,0,0
25-39,none,none,1,m,44,1988,0,2
40-54,airbag,belted,0,m,41,2002,0,3
40-54,airbag,belted,0,f,41,1992,0,3
40-54,airbag,none,0,f,49,1992,0,2
25-39,airbag,none,1,m,61,1996,1,4
40-54,airbag,none,0,f,19,1999,1,3
25-39,airbag,belted,1,f,40,2002,1,3
40-54,airbag,belted,1,m,87,1995,1,3
25-39,airbag,none,0,m,42,2003,0,3
55+,none,belted,1,m,50,1990,0,0
40-54,airbag,belted,0,f,83,1992,1,1
40-54,none,belted,0,m,89,1992,0,4
40-54,airbag,belted,1,m,38,1998,0,0
40-54,airbag,belted,1,m,45,2001,1,3
25-39,airbag,belted,0,f,44,1996,0,1
25-39,airbag,belted,1,m,33,1993,1,3
25-39,none,belted,1,f,29,1993,0,1
40-54,airbag,none,1,m,20,2002,1,1
40-54,airbag,belted,1,m,18,1993,1,1
25-39,airbag,none,0,m,19,2000,1,3
25-39,airbag,belted,1,f,40,2001,1,3
25-39,airbag,belted,1,f,45,2001,1,0
40-54,airbag,belted,0,m,58,2002,0,0
40-54,airbag,belted,0,f,56,2002,0,0
25-39,none,belted,0,m,32,1989,0,3
40-54,none,none,0,m,40,1988,0,3
25-39,airbag,belted,0,m,82,1999,1,3
40-54,none,belted,1,m,45,1992,0,0
25-39,none,belted,1,m,21,1988,0,0
25-39,airbag,none,1,f,36,1997,1,3
40-54,airbag,belted,1,f,46,2001,1,0
25-39,none,belted,0,f,43,1993,0,2
40-54,none,none,1,m,41,1989,0,3
55+,airbag,belted,0,f,21,2001,1,3
40-54,airbag,none,0,f,68,1994,1,3
40-54,airbag,belted,1,m,43,1996,1,0
40-54,none,belted,1,m,41,1996,0,3
40-54,airbag,none,1,m,23,1996,1,1
40-54,airbag,none,1,f,23,1996,1,1
40-54,airbag,belted,0,f,53,2003,0,3
40-54,airbag,belted,0,m,68,1998,1,1
40-54,airbag,none,1,m,64,1992,1,3
40-54,none,none,1,f,64,1992,0,3
40-54,none,none,1,m,63,1988,0,1
25-39,none,belted,1,m,25,1993,0,1
40-54,airbag,belted,0,m,27,1998,0,1
25-39,airbag,belted,0,f,36,1994,1,3
25-39,airbag,belted,1,f,45,2002,1,0
25-39,airbag,belted,1,m,45,2002,1,0
25-39,airbag,belted,1,f,18,2001,1,2
40-54,airbag,belted,0,m,18,1994,0,1
40-54,airbag,belted,1,m,46,1999,1,3
25-39,airbag,belted,0,f,24,1992,0,0
25-39,airbag,none,1,m,24,2000,1,2
40-54,airbag,none,0,m,19,1992,0,1
40-54,airbag,none,0,m,19,1992,0,0
25-39,airbag,belted,0,f,17,2001,0,4
25-39,airbag,belted,1,f,39,1999,1,3
40-54,airbag,none,0,f,43,2000,1,2
40-54,airbag,belted,1,f,47,1995,1,0
40-54,airbag,belted,1,m,16,1995,1,0
25-39,airbag,belted,1,f,39,2003,1,3
25-39,airbag,belted,0,m,27,2002,0,3
25-39,airbag,none,0,f,18,2002,0,3
40-54,airbag,belted,1,f,32,1993,1,3
40-54,airbag,belted,1,f,82,1994,0,3
55+,airbag,none,1,f,43,1998,1,3
40-54,airbag,belted,0,f,54,1998,0,3
25-39,airbag,belted,1,m,53,1998,0,2
40-54,airbag,none,1,m,50,2002,1,3
25-39,airbag,belted,0,m,26,2002,0,2
25-39,airbag,belted,1,m,52,1993,1,1
25-39,none,none,1,m,47,1993,0,3
55+,airbag,belted,1,m,22,2001,1,1
25-39,airbag,belted,0,m,48,1995,1,3
25-39,airbag,belted,0,f,48,1995,1,3
40-54,airbag,none,1,m,47,1997,1,0
40-54,airbag,belted,1,f,36,1997,1,2
25-39,none,none,1,m,42,1989,0,3
55+,airbag,belted,1,f,57,1994,1,3
40-54,airbag,belted,1,m,18,2000,1,0
40-54,airbag,belted,0,f,57,1995,1,3
40-54,airbag,belted,1,f,37,1994,1,3
25-39,none,none,0,m,29,1994,0,3
55+,airbag,belted,0,f,42,1999,0,3
40-54,airbag,belted,0,f,41,1990,0,2
40-54,airbag,none,1,f,32,2001,0,2
40-54,airbag,belted,1,m,23,1999,0,3
25-39,airbag,belted,1,f,19,2001,1,2
25-39,airbag,none,1,m,29,2000,1,3
25-39,airbag,none,1,f,38,2000,1,2
40-54,airbag,belted,1,f,43,2000,1,3
40-54,airbag,belted,1,f,40,2000,1,3
40-54,airbag,belted,0,m,71,2000,0,0
40-54,airbag,belted,0,f,66,2000,0,1
55+,airbag,belted,1,f,38,1993,0,0
40-54,airbag,belted,1,f,19,2002,1,3
40-54,airbag,belted,1,m,35,2002,1,2
40-54,airbag,belted,0,f,49,1999,1,3
40-54,airbag,belted,1,m,40,2001,1,3
40-54,airbag,belted,1,f,20,2001,1,2
40-54,none,belted,0,f,32,1991,0,3
40-54,airbag,none,1,f,27,2002,1,1
40-54,airbag,belted,1,f,51,2002,1,3
40-54,airbag,belted,1,f,19,2001,1,1
40-54,airbag,belted,0,f,30,1999,0,2
40-54,airbag,belted,0,f,25,1999,0,1
25-39,airbag,none,1,m,18,2001,1,2
55+,airbag,none,1,m,38,1999,1,3
40-54,airbag,none,0,f,48,2001,0,3
40-54,airbag,none,1,f,25,2000,1,3
40-54,airbag,none,1,f,38,2000,1,3
40-54,airbag,none,1,f,40,2000,1,1
25-39,airbag,none,1,m,20,1998,1,3
40-54,airbag,belted,1,m,37,1999,1,1
40-54,airbag,none,1,m,38,2001,1,1
25-39,airbag,belted,0,f,61,2000,1,2
40-54,airbag,belted,1,f,20,2000,1,3
40-54,airbag,none,1,f,52,1999,0,0
40-54,airbag,belted,1,m,44,2000,0,1
25-39,airbag,belted,1,m,20,2000,1,2
25-39,airbag,belted,1,m,20,2000,1,2
40-54,airbag,belted,0,m,39,1997,0,3
40-54,airbag,belted,0,f,22,1997,0,2
40-54,airbag,none,1,m,30,2001,0,3
40-54,airbag,belted,1,f,78,2001,1,3
40-54,airbag,none,1,f,62,2001,1,3
40-54,airbag,belted,1,f,20,2001,1,2
40-54,airbag,none,1,f,18,2001,1,2
40-54,airbag,belted,1,f,36,2002,1,0
40-54,airbag,none,1,m,25,2002,1,2
25-39,airbag,belted,1,m,36,2001,1,3
25-39,airbag,none,1,f,26,2001,1,3
55+,airbag,belted,1,m,37,2001,1,3
55+,airbag,belted,1,m,71,1998,0,0
55+,airbag,belted,1,f,80,1998,0,NA
40-54,airbag,belted,1,m,20,2000,0,0
40-54,airbag,belted,1,f,41,1997,1,3
40-54,airbag,belted,0,f,43,2002,0,2
40-54,airbag,belted,0,f,37,1999,0,2
40-54,airbag,belted,0,f,34,1999,0,2
40-54,airbag,none,0,f,33,2002,0,2
40-54,airbag,belted,0,m,43,2002,0,2
25-39,airbag,belted,1,f,43,2001,1,2
40-54,airbag,belted,0,m,37,1999,0,3
40-54,airbag,belted,0,f,35,1999,0,1
40-54,none,belted,1,m,27,1987,0,0
40-54,airbag,none,1,f,39,1999,1,2
25-39,airbag,none,1,m,46,2000,1,0
25-39,airbag,none,1,m,17,2000,1,0
40-54,airbag,belted,1,f,19,2002,1,3
40-54,airbag,belted,1,f,25,2000,0,1
40-54,airbag,belted,0,f,62,2000,0,2
40-54,airbag,belted,0,f,20,1996,0,0
40-54,airbag,none,1,m,34,2001,1,3
25-39,airbag,none,1,f,44,2001,1,3
40-54,airbag,belted,1,m,50,1998,1,3
25-39,airbag,none,0,m,36,2000,1,3
25-39,airbag,none,1,m,22,2002,1,3
25-39,airbag,belted,1,f,43,1999,1,3
40-54,none,belted,0,f,43,1991,0,0
40-54,airbag,belted,1,m,21,2001,1,1
40-54,airbag,belted,1,f,30,1999,1,1
25-39,airbag,none,1,m,19,2002,1,2
40-54,airbag,none,1,f,28,1999,1,2
40-54,airbag,none,1,m,46,2001,1,4
40-54,airbag,belted,0,m,77,2002,1,3
40-54,none,none,0,m,20,1992,0,0
40-54,none,none,0,m,26,1992,0,1
40-54,airbag,none,1,f,20,1996,1,1
40-54,airbag,none,1,f,22,1996,1,1
40-54,airbag,none,1,m,24,2001,1,1
40-54,airbag,none,0,m,41,1999,0,0
40-54,airbag,none,1,f,28,2000,1,3
40-54,airbag,none,1,m,17,1997,1,2
40-54,airbag,belted,1,m,36,2003,1,1
40-54,airbag,belted,1,f,26,2003,1,0
40-54,airbag,belted,0,m,30,1999,0,3
40-54,airbag,belted,0,m,54,1999,0,2
40-54,airbag,none,1,m,63,1999,1,1
40-54,airbag,none,1,m,62,1996,1,3
40-54,airbag,belted,1,f,28,2002,1,1
40-54,airbag,belted,1,m,42,2001,1,3
40-54,airbag,belted,1,m,40,2001,1,0
40-54,airbag,belted,0,m,33,2003,0,0
40-54,airbag,belted,0,f,28,2003,0,1
40-54,airbag,belted,1,f,22,2002,1,1
40-54,airbag,none,1,f,25,2002,1,1
25-39,airbag,none,1,f,30,2002,1,3
55+,airbag,none,1,m,22,1998,1,3
55+,airbag,none,1,m,34,2002,1,4
25-39,airbag,belted,0,f,18,2002,1,0
25-39,airbag,none,0,m,21,2002,1,3
55+,airbag,belted,1,f,31,2000,0,0
55+,airbag,belted,1,f,80,2000,0,2
25-39,airbag,none,1,f,22,2000,0,3
25-39,none,belted,0,m,22,1985,0,3
25-39,none,belted,0,f,18,1985,0,3
40-54,none,belted,0,m,34,1979,0,1
40-54,none,belted,0,m,36,1979,0,2
40-54,airbag,belted,1,m,24,1998,1,1
40-54,airbag,belted,1,f,24,1998,1,2
40-54,airbag,belted,1,m,36,1987,0,0
40-54,airbag,belted,1,f,30,1987,0,0
40-54,none,belted,1,f,45,1990,0,3
40-54,airbag,belted,1,f,20,1994,1,3
40-54,airbag,belted,0,f,39,2000,0,0
40-54,none,belted,1,f,43,1992,0,1
40-54,airbag,none,1,f,40,1998,1,0
40-54,airbag,belted,0,f,33,1997,0,0
40-54,airbag,belted,0,m,63,1997,0,0
40-54,airbag,belted,1,f,49,1998,0,1
40-54,none,belted,1,m,25,1987,0,3
25-39,airbag,belted,1,f,39,1995,1,2
25-39,none,belted,1,m,54,1990,0,2
40-54,none,none,1,m,42,1983,0,1
40-54,none,none,1,f,40,1983,0,2
40-54,airbag,belted,1,f,55,1997,1,2
40-54,none,belted,1,f,27,1990,0,2
40-54,airbag,belted,1,f,39,1999,1,1
25-39,airbag,belted,0,f,28,2001,1,1
25-39,airbag,belted,1,f,41,1996,1,1
40-54,none,belted,1,m,46,1995,0,1
55+,airbag,belted,0,f,35,1999,0,0
25-39,airbag,belted,1,f,22,1998,1,2
40-54,airbag,belted,1,m,17,1998,1,0
40-54,airbag,belted,1,f,17,1998,1,2
40-54,airbag,belted,1,f,20,1996,1,2
40-54,none,belted,0,m,28,1989,0,1
40-54,airbag,belted,1,f,22,1999,1,1
25-39,none,none,1,m,32,1985,0,2
40-54,none,belted,0,m,70,1988,0,2
55+,none,none,1,m,18,1992,0,2
25-39,airbag,belted,1,m,29,2000,1,0
25-39,airbag,belted,1,f,35,2000,1,3
25-39,none,none,0,m,59,1981,0,3
25-39,airbag,belted,1,m,35,1994,1,3
25-39,airbag,belted,1,f,33,1992,1,3
40-54,none,belted,1,m,16,1988,0,2
25-39,airbag,belted,1,f,34,1994,1,2
55+,airbag,belted,0,m,25,2001,0,0
55+,airbag,belted,0,f,25,2001,0,1
40-54,none,belted,0,m,69,1989,0,3
25-39,airbag,belted,1,m,26,2002,0,0
25-39,airbag,belted,1,m,29,2002,0,0
40-54,airbag,belted,1,f,22,1999,1,NA
40-54,airbag,belted,1,f,77,1995,1,2
40-54,airbag,belted,0,f,27,2000,0,0
40-54,airbag,belted,1,m,17,2001,0,0
25-39,airbag,belted,0,f,24,1996,1,3
25-39,airbag,belted,0,f,18,1996,1,4
40-54,airbag,belted,0,m,24,1997,1,3
25-39,airbag,belted,0,f,51,1998,1,2
40-54,airbag,belted,1,f,80,1999,0,1
25-39,airbag,belted,1,m,63,2001,1,1
40-54,airbag,belted,0,f,33,1997,0,1
40-54,airbag,belted,0,m,33,1997,0,4
25-39,airbag,belted,1,f,57,1998,1,1
25-39,airbag,belted,1,f,59,2000,0,0
40-54,none,belted,1,m,25,1988,0,0
25-39,none,belted,1,f,21,1992,0,1
25-39,airbag,belted,0,f,32,1999,0,1
40-54,airbag,none,1,m,40,2000,0,1
40-54,airbag,belted,0,f,40,1997,1,0
55+,airbag,belted,0,m,23,2000,0,3
25-39,airbag,belted,1,f,32,1999,1,1
25-39,airbag,belted,1,m,30,1999,1,0
40-54,none,belted,1,f,53,1990,0,3
40-54,airbag,belted,0,m,55,1999,0,1
40-54,airbag,none,0,m,26,1999,0,1
25-39,airbag,belted,1,m,35,1995,1,1
25-39,airbag,belted,1,f,18,1999,1,1
25-39,none,belted,1,m,27,1985,0,0
40-54,airbag,belted,0,f,42,2000,1,0
25-39,airbag,belted,1,m,24,1998,1,0
40-54,none,belted,0,m,30,1991,0,2
40-54,none,belted,0,f,27,1991,0,2
40-54,airbag,belted,1,f,35,1995,1,2
40-54,airbag,belted,0,f,60,1995,0,0
40-54,airbag,belted,1,m,54,1999,1,1
40-54,none,belted,0,m,44,1988,0,3
40-54,none,none,0,m,40,1988,0,3
40-54,airbag,belted,1,m,25,1995,0,0
40-54,airbag,belted,1,m,26,1995,0,0
40-54,airbag,belted,1,f,37,1996,1,1
25-39,airbag,belted,0,m,36,2000,0,0
25-39,airbag,belted,1,f,44,1988,0,0
25-39,none,belted,0,f,78,1994,0,0
25-39,none,belted,1,f,18,1992,0,0
25-39,none,belted,1,m,18,1992,0,0
25-39,airbag,belted,1,m,30,2001,1,2
55+,airbag,belted,0,f,28,1996,1,4
25-39,none,belted,1,f,23,1993,0,1
40-54,airbag,none,1,f,19,1999,1,0
40-54,airbag,none,1,f,17,1999,1,1
40-54,airbag,belted,1,f,25,1995,1,1
40-54,airbag,belted,1,f,27,2000,0,1
40-54,none,belted,0,m,23,1987,0,0
